Title,Description,HTML,Content
            Madison          

2014 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (44.0 GB) 

LAS (136.0 GB) 



DAT (19.5 GB)
 

TIN (10.1 GB)
 





            Marion          

2014 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (13.6 GB) 

LAS (38.7 GB) 

DGN (44.7 GB) 

DAT (10.5 GB)
 

TIN (44.1 GB)
 





            Marshall          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (9.8 GB) 

LAS (13.4 GB) 

DGN (23.8 GB) 

DAT (7.2 GB)
 

TIN (35.6 GB)
 





            Mason          

2017 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (32.2 GB) 

LAS (156.0 GB) 











            Massac          

2012 

            Available          

Metadata 

Tile Index 



Derivatives (7.5 GB) 

LAS (9.7 GB) 











            McDonough          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (11.8 GB) 

LAS (21.7 GB) 











            McHenry          

2017 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (15.9 GB) 

LAS (412.0 GB) 











            McHenry          

2008 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (9.2 GB) 

LAS (16.9 GB) 











            McLean          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (35.7 GB) 

LAS (78.4 GB) 

DGN (108.0 GB) 

DAT (30.8 GB)
 

TIN (163.0 GB)
 





            Menard          

2018 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (19.0 GB) 

LAS (93.2 GB) 











            Mercer          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (17.1 GB) 

LAS (22.3 GB) 

DGN (38.9 GB) 

DAT (10.8 GB)
 

TIN (52.4 GB)
 





            Monroe          

2012 

            Available          

Metadata 

Tile Index 



Derivatives (12.0 GB) 

LAS (20.2 GB) 











            Montgomery          

2017 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (35.8 GB) 

LAS (103.0 GB) 











            Morgan          

2017 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (32.8 GB) 

LAS (155.0 GB) 











            Moultrie          

2011 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (5.7 GB) 

LAS (10.5 GB) 

DGN (16.1 GB) 

DAT (4.8 GB)
 

TIN (23.9 GB)
 





            Ogle          

2009 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (21.4 GB) 

LAS (34.0 GB) 

DGN (35.4 GB) 

DAT (10.7 GB)
 

TIN (54.3 GB)
 





            Peoria          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (13.6 GB) 

LAS (24.5 GB) 

DGN (37.2 GB) 

DAT (11.0 GB)
 

TIN (52.6 GB)
 





            Peoria          

2008 

            By Request          







Derivatives (7.5 GB) 













            Perry          

2014 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (12.5 GB) 

LAS (33.1 GB) 

DGN (31.2 GB) 

DAT (7.9 GB)
 

TIN (29.0 GB)
 





            Piatt          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (17.0 GB) 

LAS (29.9 GB) 

DGN (46.6 GB) 

DAT (13.1 GB)
 

TIN (70.1 GB)
 





            Piatt          

2011 

            By Request          







Derivatives (32.0 GB) 













            Pike          

2015 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (116.0 GB) 

LAS (197.0 GB) 











            Pope          

2014 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (17.2 GB) 

LAS (4.9 GB) 



DAT (8.3 GB)
 

TIN (43.9 GB)
 





            Pope          

2011 

            By Request          





















            Pulaski          

2012 

            Available          

Metadata 

Tile Index 



Derivatives (6.3 GB) 

LAS (8.1 GB) 











            Putnam          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (4.0 GB) 

LAS (5.6 GB) 

DGN (9.6 GB) 

DAT (2.9 GB)
 

TIN (14.1 GB)
 





            Randolph          

2012 

            Available          

Metadata 

Tile Index 



Derivatives (16.7 GB) 

LAS (32.2 GB) 











            Richland          

2011 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (12.4 GB) 

LAS (13.6 GB) 

DGN (25.0 GB) 

DAT (7.4 GB)
 

TIN (36.9 GB)
 





            Rock Island          

2009 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (3.1 GB) 

LAS (21.8 GB) 

DGN (17.5 GB) 

DAT (5.2 GB)
 

TIN (25.6 GB)
 





            Saline          

2011 

            Available          

Metadata 

Tile Index 



Derivatives (17.5 GB) 

LAS (15.8 GB) 











            Sangamon          

2018 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (48.8 GB) 

LAS (237.0 GB) 











            Schuyler          

2017 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (28.1 GB) 

LAS (164.0 GB) 











            Scott          

2015 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (33.2 GB) 

LAS (53.4 GB) 











            Shelby          

2011 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (15.9 GB) 

LAS (23.7 GB) 

DGN (42.1 GB) 

DAT (12.5 GB)
 

TIN (62.7 GB)
 





            St. Clair          

2012 

            Available          

Metadata 

Tile Index 



Derivatives (20.4 GB) 

LAS (30.4 GB) 











            Stark          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (8.1 GB) 

LAS (9.5 GB) 

DGN (18.8 GB) 

DAT (5.5 GB)
 

TIN (26.4 GB)
 





            Stephenson          

2009 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (3.6 GB) 

LAS (24.2 GB) 

DGN (25.3 GB) 

DAT (5.6 GB)
 

TIN (28.2 GB)
 





            Tazewell          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (13.8 GB) 

LAS (23.4 GB) 

DGN (35.8 GB) 

DAT (7.3 GB)
 

TIN (56.3 GB)
 





            Union          

2011 

            Available          

Metadata 

Tile Index 



Derivatives (4.5 GB) 

LAS (20.5 GB) 











            Vermilion          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (34.1 GB) 

LAS (68.6 GB) 

DGN (93.3 GB) 

DAT (26.1 GB)
 

TIN (135.0 GB)
 





            Wabash          

2011 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (5.7 GB) 

LAS (8.6 GB) 

DGN (15.1 GB) 

DAT (4.5 GB)
 

TIN (22.1 GB)
 





            Warren          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (15.1 GB) 

LAS (19.1 GB) 

DGN (38.1 GB) 

DAT (10.4 GB)
 

TIN (51.0 GB)
 





            Washington          

2015 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (13.9 GB) 

LAS (28.7 GB) 

DGN (45.4 GB) 

DAT (10.0 GB)
 

TIN (47.6 GB)
 





            Wayne          

2011 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (16.3 GB) 

LAS (25.1 GB) 

DGN (41.4 GB) 

DAT (12.3 GB)
 

TIN (61.5 GB)
 





            White          

2011 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (21.2 GB) 

LAS (18.1 GB) 











            Whiteside          

2009 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (5.5 GB) 

LAS (32.1 GB) 

DGN (31.6 GB) 

DAT (9.3 GB)
 

TIN (46.7 GB)
 





            Will          

2014 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (43.2 GB) 

LAS (110.0 GB) 



DAT (23.8 GB)
 

TIN (151.0 GB)
 





            Will          

2004 

            Available          







Derivatives (6.8 GB) 













            Williamson          

2011 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (19.0 GB) 

LAS (18.0 GB) 











            Winnebago          

2007 

            Available          

Metadata 

Tile Index 



Derivatives (8.1 GB) 

LAS (37.6 GB) 











            Winnebago          

2018 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (46.0 GB) 

LAS (139.0 GB) 











            Woodford          

2012 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (12.7 GB) 

LAS (17.5 GB) 

DGN (31.0 GB) 

DAT (9.4 GB)
 

TIN (46.4 GB)
 








Special Area Collections






Collection 

Year 

Status 

Metadata 

Tile Index 

Breaklines 

Derivatives 

LAS 







            City of Champaign-Urbana          

2019 

            Available          

Metadata 

Tile Index 

Breaklines 

Derivatives (10.4 GB) 

LAS (51.5 GB) 





            Illinois River and Mississippi River South          

2011 

            Available          

Metadata 

Tile Index 



Derivatives (28.4 GB) 

LAS (60.7 GB) 





            Macoupin and Montgomery Counties          

2010 

            Available          















            Mississippi River North          

2011 

            Available          

Metadata 

Tile Index 



Derivatives (17.6 GB) 

LAS (80.5 GB) 





            Sangamon River          

2012 

            Available          

Metadata 

Tile Index 



Derivatives (1.0 GB) 

LAS (3.6 GB) 





            Wabash River          

2012 

            Available          

Metadata 

Tile Index 



Derivatives (47.4 GB) 

LAS (86.1 GB) 








Data Definitions
Derivatives:
Datasets in ArcGrid format are available for selected Illinois counties. The original, classified LiDAR data point cloud has been processed to create a digital terrain model (DTM) and a digital surface model (DSM) for each county. Additionally, each county .zip file contains an associated shaded relief model, or ‘hillshade’, an ArcGIS v.10.1 .mxd file, and also ArcGrid pyramid files and statistics to facilitate display and analysis. This zip file includes the LiDAR data point cloud processed into created digital terrain models (DTM) and a digital surface models (DSM) for each county. Additionally, each county .zip file contains an associated shaded relief model, or ‘hillshade’, an ArcGIS v.10.1 .mxd file, and also ArcGrid pyramid files and statistics to facilitate display and analysis.
 Digital Surface Model (DSM)
 Digital Terrain Model (DTM)
 Digital Elevation Model (DEM)
 LAS Point Cloud
DSM: all returns Processing all returns in the classified point cloud that represent both the ground surface and aboveground features (buildings, roadways and overpasses, vegetation, etc.) produces a DSM. A DSM is commonly referred to as the ‘First Returns’ reflective surface model.
 
DTM: ground returns with hydrologic breaklines When only the ground returns in a classified point cloud are used, the resulting hydro-flattened grid of bare-earth elevations is a DTM. Also, lake surfaces are smoothed and stream courses are conditioned for downhill flow using breakline data. This subset of the processed returns from the airborne laser sensor represent the ground surface and is commonly referred to as the ‘Bare Earth’ point cloud.
 
DEM: ground returns without hydrologic breaklines When hydro-flattening is not imposed during processing of the ground returns, either because of missing or insufficient breakline data, the resulting Bare Earth elevation grid is classified as a DEM.
 
LAS The LAS file format is a public file format for viewing the LiDAR point cloud data.  Each data point is recorded with precise horizontal position, vertical elevation, and other attribute values. 
 
Metadata This is a file that describes the content, quality, condition, origin and other characteristics of the LiDAR data collection. The Metadata file also includes the appropriate citation to use when citing the Lidar data.
 
Tile Index This is a shapefile of the point cloud tile boundaries with tile name.  This file is helpful to view if you are interested in a smaller subset of the data to select specific tile names.
 
Breaklines These are the hydrological boundary lines that define streams, shorelines, and dams. These are a linear GIS feature that describes a change in the smoothness or continuity of a surface. These allow us to create Hydro –enforced Digital Terrain Models (DTM).
 
DAT/DGN/TIn Available This column will be checked off if there are available DAT,DGN or TIN files available for this collection.

ServicesStatewide Lidar DEM State Plane East (ImageServer)Statewide Lidar DEM State Plane West (ImageServer)Statewide Lidar DEM WGS (ImageServer)Statewide Lidar DSM State Plane East (ImageServer)Statewide Lidar DSM State Plane West (ImageServer)Countywide Image Services
