Title,Date,Publisher,Description,Metadata
"(u'Encroachment Locations',)","(u'2018',)","(u'Pennsylvania Department of Environmental Protection',)","(u'An Encroachment Location is a DEP primary facility type related to the Water Resources Management Water Obstructions Program. There are many sub-facility types relating to Encroachment Locations, ranging from Boat Launch Ramps to Dredging to Wetland Impact.  These sub-facilities may pertain to more than one primary facility kind as listed in the table below.',)","(u'FullMetadataDisplay.aspx?file=EncroachmentLocations2018_01.xml',)"
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current Block State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaBlockCurrent2009.xml',)"
"(u'Digital Orthophoto (DOQQ - quarter-quadrangle) for Delaware 1997',)","(u'1997',)","(u'U S Geological Survey',)","(u""Orthophotos combine the image characteristics of a\r\nphotograph with the geometric qualities of a map. The\r\nprimary digital orthophotoquad (DOQ) is a 1-meter ground\r\nresolution, quarter-quadrangle (3.75-minutes of latitude\r\nby 3.75-minutes of longitude) image cast on the Universal\r\nTransverse Mercator Projection (UTM) on the North\r\nAmerican Datum of 1983 (NAD83).The geographic extent of\r\nthe DOQ is equivalent to a quarter-quad plus The overedge\r\nranges a minimum of 50 meters to a maximum of 300 meters\r\nbeyond the extremes of the primary and secondary corner\r\npoints. The overedge is included to facilitate tonal\r\nmatching for mosaicking and for the placement of the NAD83\r\nand secondary datum corner ticks. The normal orientation\r\nof data is by lines (rows) and samples (columns). Each\r\nline contains a series of pixels ordered from west to\r\neast with the order of the lines from north to south.\r\nThe standard, archived digital orthophoto is formatted as\r\nfour ASCII header records, followed by a series of 8-bit\r\nbinary image data records. The radiometric image\r\nbrightness values are stored as 256 gray levels ranging\r\nfrom 0 to 255. The metadata embedded in the digital\r\northophoto contain a wide range of descriptive\r\ninformation including format source information,\r\nproduction instrumentation and dates, and data to assist\r\nwith displaying and georeferencing the image. \r\nDOQ images are acquired as a part of the USGS' National Aerial Photography Program (NAPP).\r\nThrough NAPP imagery for each state is produced on a 7 year cycle.\r\n These images are the NAPP III cycle which will run from 1997-2001\r\nThese DOQQ's are distributed through PASDA as GeoTIFF images as received from USGS."",)","(u'FullMetadataDisplay.aspx?file=doqq97_DE.xml',)"
"(u'Watershed boundaries for New York clipped to the Delaware River Basin',)","(u'2004',)","(u'Delaware River Basin Commission DRBC',)","(u'Watershed boundaries for New York clipped to the Delaware River Basin',)","(u'FullMetadataDisplay.aspx?file=ny_wshed_polygon.xml',)"
"(u'Erie NWR boundary - GAP Stewardship update 2008',)","(u'2008',)","(u'Erie National Wildlife Refuge',)","(u'2008 update to the boundary of the Erie National Wildlife Refuge - Coverage showing stewardship of managed conservation lands throughout the Commonwealth.  Includes federal, state, county and privately owned lands including National and State Parks, Wildlife Refuges and Forests, county parks, and private conservancy lands',)","(u'FullMetadataDisplay.aspx?file=GAPStewardship_ErieNWR2008.xml',)"
"(u'Forest Economic Model - Resource Lands Assessment for the Chesapeake Bay Watershed',)","(u'2000',)","(u'Chesapeake Bay Program',)","(u'Multiple TIFF and layer files pertaining to forest economics of the Chesapeake Bay watershed. The objective of this analysis was to identify forested lands with the highest economic value. The identification of economically important forest lands focuses on the potential for future economic benefits associated with timber management activities. This considers not only the potential economic return from forest harvest operations, but also the long-term economic sustainability of forest land management and the local importance of the timber management and wood products industry. Other economic benefits related to forest lands, such as tourism and hunting, are not considered in this model. MORE INFORMATION -',)","(u'FullMetadataDisplay.aspx?file=chesapeakebayforesteconomics.xml',)"
"(u'TIGER/Line Shapefile, 2009, state, Pennsylvania, Current Metropolitan Division State-based',)","(u'2009',)","(u'U S Census Bureau',)","(u'The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database.  The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts.  However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.',)","(u'FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentMetropolitanDivision2009.xml',)"
"(u'Hospitals',)","(u'2017',)","(u'Pennsylvania Department of Health',)","(u'The PA Hospitals layer was developed to show the geospatial location of hospitals in Pennsylvania. It can be used in various emergency and health related maps.',)","(u'FullMetadataDisplay.aspx?file=DOH_Hospitals201709.xml',)"
"(u'National Atmospheric Deposition Program 2004 - Pennsylvania',)","(u'2004',)","(u'U S Geological Survey',)","(u'The National Atmospheric Deposition Program/National Trends Network (NADP/NTN) is a nationwide network of precipitation monitoring sites. The network is a cooperative effort between many different groups, including the State Agricultural Experiment Stations, U.S. Geological Survey, U.S. Department of Agriculture, and numerous other governmental and private entities. The NADP/NTN has grown from 22 stations at the end of 1978, our first year, to over 250 sites spanning the continental United States, Alaska, and Puerto Rico, and the Virgin Islands.',)","(u'FullMetadataDisplay.aspx?file=SeasonalPrecip_PA2004.xml',)"
"(u'DVRPC 2010 Digital Orthoimagery for Southeast Pennsylvania - Tile Index',)","(u'2010',)","(u'Delaware Valley Regional Planning Commission',)","(u""TILE INDEX - An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  This project consists of the creation of 3-band, 24 bit color digital orthophoto tiles for the 5-county, Pennsylvania portion DVRPC?s region utilizing a Leica ADS40 digital imaging system.  The tiles were delivered in both GeoTIFF and MrSID MG3 formats.  A GeoTIFF is a TIFF file which has geographic (or cartographic) data embedded as tags within the TIFF file. The geographic data can then be used to position the image in the correct location and geometry within a geographic information system (GIS) display.  MrSID (Multi-resolution Seamless Image Database) is a proprietary, wavelet-based, image compression file format (*.sid) developed and patented by LizardTech, Inc.  A 20:1 compression ratio was used for the MrSIDs.  The complete data set contains 1,540 full ortho tiles in Pennsylvania State Plane South coordinate system, NAD83.  The individual tiles measure 5,055' x 8,745' at a 1.0' pixel size.  There is no image overlap between adjacent tiles."",)","(u'FullMetadataDisplay.aspx?file=DVRPC_TileIndex2010.xml',)"
"(u'West Branch of the Delaware River boundary',)","(u'2004',)","(u'Delaware River Basin Commission DRBC',)","(u'boundary of the West Branch of the Delaware River',)","(u'FullMetadataDisplay.aspx?file=wbranch_polygon.xml',)"
"(u'Delaware River Basin boundary - line',)","(u'2004',)","(u'Delaware River Basin Commission DRBC',)","(u'line boundary of the Delaware River basin',)","(u'FullMetadataDisplay.aspx?file=drb_bnd_arc.xml',)"
"(u'Livable Landscapes Natural Resources Overlay',)","(u'2013',)","(u'Chester County',)","(u'Natural Features Overlay',)","(u'FullMetadataDisplay.aspx?file=LivableLandscapesNaturalResourcesOverlay201306.xml',)"
"(u'Subbasins of the Susquehanna River Basin',)","(u'2006',)","(u'Susquehanna River Basin Commission SRBC',)","(u'Polygon shapefile that includes the subbasins of the Susquehanna River Basin (2006 boundary).  The 6 subbasins include the Upper Susquehanna, Chemung, Middle Susquehanna, West Branch Susquehanna, Juniata, and Lower Susquehanna.   This file was created by dissolving the wshed24K dataset into the 6 major subbasins.  The boundary between the Upper Susq. and Chemung Subbasins was updated to match the SRBC delineated subbasin line that exists on 1:24,000 scale USGS topographic maps.',)","(u'FullMetadataDisplay.aspx?file=subbasin_SRBC.xml',)"
